"","Actiniaria","Actiniidae","Actinostola","Alosa pseudoharengus","Alosa sapidissima","Amblyraja radiata","Ammodytes dubius","Anarhichas lupus","Annelida","Anonyx","Anthozoa","Aphrodita hastata","Arctozenus risso","Argentina silus","Argis dentata","Artediellus atlanticus","Ascidia","Aspidophoroides monopterygius","Asterias forbesi","Asterias rubens","Asteroidea","Astropecten americanus","Atlantopandalus propinqvus","Axius serratus","Benthosema glaciale","Bivalvia","Bolocera","Boltenia","Brachiopoda","Brisaster fragilis","Buccinum undatum","Cancer borealis","Cancer irroratus","Centroscyllium fabricii","Ceramaster granularis","Chionoecetes opilio","Chirona hameri","Chlamys islandica","Chlorophthalmus agassizi","Citharichthys arctifrons","Clupea harengus","Clypeasteroida","Colus","Crangon septemspinosa","Crinoidea","Crossaster papposus","Ctenodiscus crispatus","Ctenophora","Cucumaria frondosa","Cyanea capillata","Decapoda","Dichelopandalus leptocerus","Dipturus laevis","Enchelyopus cimbrius","Epizoanthus","Eualus fabricii","Eualus gaimardii","Euphausiacea","Euspira heros","Flustra foliacea","Gadus morhua","Gaidropsarus ensis","Gersemia rubiformis","Glyptocephalus cynoglossus","Gorgonocephalidae","Haliclona oculata","Helicolenus dactylopterus","Hemitripterus americanus","Henricia","Hippasteria phrygiana","Hippoglossina oblonga","Hippoglossoides platessoides","Hippoglossus hippoglossus","Homarus americanus","Hormathia","Hyas","Hyas araneus","Hyas coarctatus","Hydrozoa","Illex illecebrosus","Lebbeus polaris","Leptagonus decagonus","Leptasterias","Leptasterias polaris","Leptoclinus maculatus","Leucoraja","Leucoraja erinacea","Leucoraja ocellata","Limanda ferruginea","Liparis gibbus","Lithodes maja","Loligo pealeii","Lophaster furcifer","Lophius americanus","Lumpenus lampretaeformis","Lycenchelys verrillii","Lycodes lavalaei","Lycodes vahlii","Lycodichthys dearborni","Malacoraja senta","Mallotus villosus","Maurolicus muelleri","Meganyctiphanes norvegica","Melanogrammus aeglefinus","Merluccius albidus","Merluccius bilinearis","Modiolus modiolus","Munida valida","Munidopsis curvirostra","Myctophidae","Myoxocephalus aenaeus","Myoxocephalus octodecemspinosus","Mytilidae","Mytilus edulis","Myxine glutinosa","Naticidae","Nemichthys scolopaceus","Nephtheidae","Neptunea decemcostata","Nezumia","Nezumia bairdii","Notoscopelus elongatus","Nudibranchia","Nymphon","Octopoda","Ophiacantha abyssicola","Ophiacantha bidentata","Ophiopholis aculeata","Ophiura sarsi","Ophiuroidea","Paguridae","Pagurus acadianus","Pandalus borealis","Pandalus montagui","Paraliparis calidus","Paraliparis copei","Pasiphaea multidentata","Pennatula aculeata","Pennatulacea","Pentanemus quinquarius","Peprilus triacanthus","Phycis chesteri","Placopecten magellanicus","Pollachius virens","Polychaeta","Polymastia","Polymastia andrica","Pontaster","Pontophilus norvegicus","Porania pulvillus","Poraniomorpha hispida","Porifera","Pseudarchaster parelii","Pseudopleuronectes americanus","Psilaster andromeda","Psolus phantapus","Pteraster pulvillus","Pycnogonida","Pycnogonum litorale","Reinhardtius hippoglossoides","Sclerasterias tanneri","Sclerocrangon boreas","Scomber scombrus","Scophthalmus aquosus","Scyphozoa","Sebastes","Sepiolina","Sipuncula","Solaster","Solaster endeca","Spirontocaris lilljeborgii","Spirontocaris spinus","Spisula solidissima","Squalus acanthias","Stomias boa","Stomphia coccinea","Strongylocentrotus","Strongylocentrotus droebachiensis","Suberites ficus","Symphurus","Tautogolabrus adspersus","Terebratulina","Triglops murrayi","Tunicata","Ulvaria subbifurcata","Urophycis chuss","Urophycis tenuis","Vazella pourtalesii","Zoarces americanus"
"EDNA20-478732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245,0.77765625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004375,NA,NA,NA,NA,1.09265625,NA,NA,0.89578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2228125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.264375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,NA,NA,60.090625,NA,0.25265625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56765625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00109375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478745",0.00212121212121212,NA,NA,NA,NA,NA,0.862272727272727,NA,NA,NA,NA,0.230151515151515,NA,NA,0.0922727272727273,NA,NA,NA,NA,2.94848484848485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270454545454546,0.133636363636364,1.11681818181818,NA,NA,5.73787878787879,NA,NA,NA,NA,0.932272727272727,0.508030303030303,NA,0.00424242424242424,NA,0.202575757575758,NA,0.0137878787878788,23.1954545454545,NA,NA,0.0254545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361666666666667,NA,NA,NA,NA,NA,NA,NA,0.299090909090909,NA,NA,NA,0.00106060606060606,NA,NA,NA,0.678787878787879,NA,NA,NA,NA,NA,NA,NA,NA,0.101818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.982121212121212,NA,NA,NA,NA,NA,1.13060606060606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00106060606060606,NA,0.199393939393939,NA,NA,0.00848484848484849,NA,NA,NA,0.00212121212121212,0.00106060606060606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.40757575757576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0753030303030303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00954545454545455,NA,NA,NA,NA,NA,NA
"EDNA20-478748",0.0035,NA,NA,NA,NA,NA,0.645166666666667,NA,NA,NA,NA,0.00116666666666667,NA,NA,0.00466666666666667,NA,NA,NA,NA,1.6135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1925,0.263666666666667,0.177333333333333,NA,NA,17.3366666666667,NA,NA,NA,NA,9.99833333333333,0.42,NA,NA,NA,NA,NA,0.00466666666666667,NA,NA,NA,0.124833333333333,NA,NA,NA,NA,NA,0.00116666666666667,NA,NA,NA,NA,NA,0.243833333333333,NA,NA,NA,NA,NA,0.0688333333333333,NA,NA,7.12833333333333,NA,NA,NA,NA,NA,NA,1.02316666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.305,NA,NA,NA,NA,NA,0.333666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1015,NA,NA,NA,NA,NA,0.00466666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00583333333333333,0.0676666666666667,NA,NA,NA,0.621833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232166666666667,NA,NA
"EDNA20-478752",0.004375,NA,NA,NA,NA,NA,6.59640625,NA,NA,NA,NA,NA,NA,NA,0.00765625,NA,NA,NA,NA,0.00546875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2421875,NA,NA,NA,0.60375,NA,NA,NA,NA,54.5234375,NA,NA,NA,NA,0.35328125,NA,NA,0.4703125,NA,NA,0.0065625,NA,NA,NA,NA,NA,NA,NA,NA,0.1684375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19140625,NA,NA,NA,NA,NA,NA,NA,5.2609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24609375,NA,2.2203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00109375,NA,NA,NA,NA,0.00109375,NA,NA,NA,NA,0.07546875,NA,NA,NA,NA,NA,NA,NA,NA,0.0721875,NA,NA,0.00109375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0457848837209302,NA,NA,0.0356104651162791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0508720930232558,NA,NA,NA,NA,NA,NA,0.0274709302325581,NA,0.00101744186046512,NA,NA,NA,NA,NA,NA,NA,0.0936046511627907,NA,0.0366279069767442,4.04941860465116,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0061046511627907,0.468023255813954,NA,NA,NA,NA,0.0936046511627907,NA,1.50581395348837,NA,NA,8.87209302325581,NA,NA,NA,NA,0.0254360465116279,9.07558139534884,NA,NA,0.00305232558139535,NA,NA,1.07848837209302,0.427325581395349,NA,0.620639534883721,NA,NA,NA,NA,6.53197674418605,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10901162790698,NA,1.46511627906977,NA,NA,NA,NA,NA,0.0101744186046512,0.0478197674418605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0183139534883721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473110465116279,NA,3.21511627906977,NA,NA,0.00203488372093023,NA,0.00101744186046512,NA,NA,NA,NA,NA,NA,0.0162790697674419,0.00203488372093023,NA,NA,0.00508720930232558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48546511627907,NA,NA,NA
"EDNA20-478851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9662921348315,NA,NA,0.00196629213483146,NA,NA,74.8174157303371,NA,NA,NA,NA,NA,0.755056179775281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.60449438202247,NA,0.0186797752808989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0294943820224719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477808988764045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478867",NA,NA,0.0182080924855491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00910404624277457,NA,NA,NA,NA,NA,NA,NA,NA,0.290317919075144,NA,NA,0.0232658959537572,NA,NA,NA,NA,NA,4.55202312138728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00202312138728324,NA,NA,NA,NA,3.5,NA,NA,0.00202312138728324,NA,NA,0.157803468208092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0232658959537572,NA,NA,NA,NA,NA,NA,NA,NA,0.623121387283237,NA,NA,0.00101156069364162,12.3005780346821,NA,8.72976878612717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013150289017341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9075144508671,NA,NA,NA,NA,NA,0.101156069364162,0.00101156069364162,NA,NA,NA,NA,NA,0.00101156069364162,NA,NA,NA,NA,NA,NA,NA,NA,20.635838150289,NA,NA,NA,NA,NA,NA,NA,217.323699421965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47687861271676,15.1127167630058,NA,NA
"EDNA20-478887",NA,NA,NA,0.0651162790697674,0.270639534883721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0925872093023256,NA,NA,NA,NA,4.65988372093023,NA,NA,NA,NA,NA,NA,NA,NA,0.198401162790698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.257412790697674,NA,0.13125,NA,NA,NA,NA,NA,0.061046511627907,NA,NA,NA,2.38081395348837,NA,NA,NA,NA,NA,NA,NA,0.151598837209302,NA,28.4171511627907,NA,NA,0.00203488372093023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19651162790698,NA,NA,1.67063953488372,NA,NA,10.5508720930233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157703488372093,NA,NA,0.0691860465116279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.360174418604651,0.0457848837209302,NA,NA,NA,NA,NA,NA,0.295058139534884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57703488372093,3.18459302325581,NA,NA
"EDNA20-478895",0.14985632183908,NA,NA,5.3948275862069,3.48994252873563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00905172413793104,NA,NA,NA,NA,NA,0.0311781609195402,NA,NA,NA,NA,5.69252873563218,NA,NA,NA,NA,NA,NA,NA,NA,2.51436781609195,NA,NA,NA,NA,0.280603448275862,NA,NA,NA,0.172988505747126,NA,1.01077586206897,NA,NA,NA,0.00100574712643678,0.00100574712643678,NA,NA,0.064367816091954,6.14511494252874,NA,NA,0.985632183908046,NA,NA,NA,1.33965517241379,0.0110632183908046,NA,NA,NA,NA,8.35775862068965,NA,NA,0.0100574712643678,NA,NA,0.046264367816092,0.00301724137931035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03591954022989,NA,0.00603448275862069,NA,NA,NA,0.456609195402299,NA,NA,0.0160919540229885,61.5718390804598,NA,3.51438218390805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0533045977011494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00704022988505747,NA,NA,0.00100574712643678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582327586206897,NA,NA,NA,NA,NA,0.00100574712643678,NA,NA,NA,NA,NA,NA,NA,81.264367816092,NA,NA,NA,NA,0.032183908045977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0301724137931034,0.752298850574713,NA,NA
"EDNA20-478907",NA,NA,NA,0.278409090909091,NA,NA,NA,NA,NA,NA,NA,0.654261363636364,NA,NA,NA,NA,NA,NA,NA,1.03110795454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.731818181818182,NA,NA,NA,NA,NA,NA,NA,0.292329545454545,NA,NA,0.0208806818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115340909090909,74.9934659090909,0.137215909090909,NA,NA,NA,NA,NA,NA,18.0965909090909,NA,NA,NA,NA,NA,10.5099431818182,NA,NA,0.000994318181818182,0.0308238636363636,NA,NA,NA,NA,NA,NA,NA,5.84659090909091,8.99857954545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0556818181818182,NA,NA,NA,NA,0.1859375,NA,7.63636363636364,1.39303977272727,NA,NA,NA,0.0318181818181818,7.25852272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144176136363636,NA,NA,NA,NA,NA,0.959517045454545,NA,NA,NA,NA,NA,NA,NA,NA,7.48721590909091,NA,NA,NA,NA,NA,NA,NA,NA,0.237642045454545,NA,20.9502840909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.747727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61676136363636,NA,NA,0.509090909090909,NA,NA,NA,0.101420454545455,3.50994318181818,0.924715909090909,NA,NA
"EDNA20-478929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,1.732,NA,NA,NA,NA,NA,NA,NA,NA,7.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.104,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.746,NA,NA,NA,NA,NA,1.59,NA,NA,0.009,8.54,NA,13.35,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,0.027,NA,NA,NA,NA,0.001,NA,NA,0.005,NA,NA,NA,0.608,NA,NA,NA,NA,NA,NA,34.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94,34.59,NA,NA
"EDNA20-478933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,0.001,NA,NA,NA,NA,NA,NA,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,5.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932,NA,NA,0.017,8.66,NA,11.92,NA,NA,NA,NA,NA,NA,NA,NA,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088,NA,NA,NA,NA,NA,NA,NA,0.006,NA,NA,NA,0.037,NA,5e-04,NA,NA,NA,NA,5.81,NA,0.022,NA,NA,0.004,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54,NA,NA,NA,NA,NA,NA,NA,11.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14,15.3,NA,NA
"EDNA20-478941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000972222222222222,NA,NA,0.0758333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.808888888888889,NA,NA,NA,NA,NA,NA,NA,NA,0.554166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18416666666667,NA,0.000972222222222222,NA,NA,NA,NA,12.8819444444444,NA,NA,NA,NA,NA,1.67222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.375,NA,NA,NA,NA,NA,0.3325,NA,NA,NA,5.25972222222222,NA,2.20694444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0301388888888889,NA,NA,NA,NA,NA,NA,7.42777777777778,NA,NA,NA,NA,0.000972222222222222,0.123472222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2027777777778,NA,NA,NA,NA,NA,NA,NA,30.9555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.268333333333333,14.7194444444444,NA,NA
"EDNA20-478949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14747191011236,NA,NA,NA,NA,NA,NA,NA,NA,1.29775280898876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0176966292134831,NA,NA,NA,NA,3.3623595505618,NA,NA,NA,NA,NA,0.707865168539326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03792134831461,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7359550561798,NA,0.816011235955056,NA,NA,NA,NA,NA,NA,NA,NA,0.300842696629213,NA,0.0176966292134831,NA,NA,NA,NA,NA,NA,NA,NA,0.166151685393258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5189606741573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00688202247191011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0157303370787,NA,NA,NA,NA,NA,NA,NA,22.3370786516854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.060393258427,NA,NA
"EDNA20-478954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.201300578034682,0.0252890173410405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.586705202312139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.79768786127168,NA,0.00101156069364162,NA,NA,NA,NA,1.38583815028902,NA,NA,NA,NA,NA,0.958959537572254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00202312138728324,12.2196531791908,NA,25.9364161849711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0242774566473988,NA,NA,NA,NA,0.000505780346820809,NA,NA,NA,NA,NA,NA,0.00910404624277457,NA,NA,NA,NA,NA,NA,32.0057803468208,NA,NA,NA,0.13757225433526,NA,0.154768786127168,0.00101156069364162,NA,NA,NA,NA,NA,0.000505780346820809,NA,NA,NA,0.00606936416184971,NA,NA,NA,NA,0.13757225433526,NA,NA,NA,NA,NA,NA,NA,11.8251445086705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428901734104046,9.03323699421965,0.529046242774566,NA
"EDNA20-478959",NA,NA,0.322159090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.797443181818182,NA,NA,NA,NA,NA,NA,NA,0.0884943181818182,0.0159090909090909,NA,NA,NA,NA,NA,NA,NA,NA,0.00397727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00298295454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.427556818181818,NA,NA,78.0440340909091,1.32443181818182,0.00497159090909091,NA,NA,NA,NA,9.13778409090909,NA,0.000994318181818182,NA,NA,NA,1.95482954545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0119318181818182,1.29261363636364,NA,2.72443181818182,NA,NA,NA,0.000994318181818182,NA,NA,NA,NA,0.109375,NA,NA,NA,NA,NA,0.0666193181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1647727272727,0.000497159090909091,NA,NA,0.0258522727272727,NA,NA,NA,NA,NA,NA,NA,NA,0.00894886363636364,NA,NA,NA,NA,NA,NA,NA,NA,0.0139204545454545,NA,NA,NA,NA,NA,NA,NA,1.63863636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725852272727273,NA,NA,NA
"EDNA20-478964",NA,0.0291666666666667,0.0663793103448276,NA,NA,6.1551724137931,NA,NA,NA,NA,NA,NA,NA,0.279597701149425,NA,NA,NA,NA,NA,0.00704022988505747,NA,NA,0.140804597701149,NA,NA,NA,0.0291666666666667,NA,NA,NA,NA,NA,NA,NA,0.113649425287356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16954022988506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7370689655172,NA,0.00100574712643678,0.224281609195402,NA,NA,NA,10.3189655172414,0.00301724137931035,0.00100574712643678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,0.00352011494252874,1.29540229885057,NA,0.221264367816092,NA,NA,NA,0.0120689655172414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116666666666667,NA,NA,NA,0.0201149425287356,NA,0.00100574712643678,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47715517241379,NA,NA,NA,NA,NA,NA,89.8433908045977,0.00100574712643678,NA,NA,NA,NA,0.315804597701149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2212643678161,0.0110632183908046,NA,NA,NA,NA,NA,NA,52.0373563218391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2902298850575,NA,NA
