"","Actiniaria","Actiniidae","Actinostola","Alosa pseudoharengus","Alosa sapidissima","Amblyraja radiata","Ammodytes dubius","Anarhichas lupus","Annelida","Anonyx","Anthozoa","Aphrodita hastata","Arctozenus risso","Argentina silus","Argis dentata","Artediellus atlanticus","Ascidia","Aspidophoroides monopterygius","Asterias forbesi","Asterias rubens","Asteroidea","Astropecten americanus","Atlantopandalus propinqvus","Axius serratus","Benthosema glaciale","Bivalvia","Bolocera","Boltenia","Brachiopoda","Brisaster fragilis","Buccinum undatum","Cancer borealis","Cancer irroratus","Centroscyllium fabricii","Ceramaster granularis","Chionoecetes opilio","Chirona hameri","Chlamys islandica","Chlorophthalmus agassizi","Citharichthys arctifrons","Clupea harengus","Clypeasteroida","Colus","Crangon septemspinosa","Crinoidea","Crossaster papposus","Ctenodiscus crispatus","Ctenophora","Cucumaria frondosa","Cyanea capillata","Decapoda","Dichelopandalus leptocerus","Dipturus laevis","Enchelyopus cimbrius","Epizoanthus","Eualus fabricii","Eualus gaimardii","Euphausiacea","Euspira heros","Flustra foliacea","Gadus morhua","Gaidropsarus ensis","Gersemia rubiformis","Glyptocephalus cynoglossus","Gorgonocephalidae","Haliclona oculata","Helicolenus dactylopterus","Hemitripterus americanus","Henricia","Hippasteria phrygiana","Hippoglossina oblonga","Hippoglossoides platessoides","Hippoglossus hippoglossus","Homarus americanus","Hormathia","Hyas","Hyas araneus","Hyas coarctatus","Hydrozoa","Illex illecebrosus","Lebbeus polaris","Leptagonus decagonus","Leptasterias","Leptasterias polaris","Leptoclinus maculatus","Leucoraja","Leucoraja erinacea","Leucoraja ocellata","Limanda ferruginea","Liparis gibbus","Lithodes maja","Loligo pealeii","Lophaster furcifer","Lophius americanus","Lumpenus lampretaeformis","Lycenchelys verrillii","Lycodes lavalaei","Lycodes vahlii","Lycodichthys dearborni","Malacoraja senta","Mallotus villosus","Maurolicus muelleri","Meganyctiphanes norvegica","Melanogrammus aeglefinus","Merluccius albidus","Merluccius bilinearis","Modiolus modiolus","Munida valida","Munidopsis curvirostra","Myctophidae","Myoxocephalus aenaeus","Myoxocephalus octodecemspinosus","Mytilidae","Mytilus edulis","Myxine glutinosa","Naticidae","Nemichthys scolopaceus","Nephtheidae","Neptunea decemcostata","Nezumia","Nezumia bairdii","Notoscopelus elongatus","Nudibranchia","Nymphon","Octopoda","Ophiacantha abyssicola","Ophiacantha bidentata","Ophiopholis aculeata","Ophiura sarsi","Ophiuroidea","Paguridae","Pagurus acadianus","Pandalus borealis","Pandalus montagui","Paraliparis calidus","Paraliparis copei","Pasiphaea multidentata","Pennatula aculeata","Pennatulacea","Pentanemus quinquarius","Peprilus triacanthus","Phycis chesteri","Placopecten magellanicus","Pollachius virens","Polychaeta","Polymastia","Polymastia andrica","Pontaster","Pontophilus norvegicus","Porania pulvillus","Poraniomorpha hispida","Porifera","Pseudarchaster parelii","Pseudopleuronectes americanus","Psilaster andromeda","Psolus phantapus","Pteraster pulvillus","Pycnogonida","Pycnogonum litorale","Reinhardtius hippoglossoides","Sclerasterias tanneri","Sclerocrangon boreas","Scomber scombrus","Scophthalmus aquosus","Scyphozoa","Sebastes","Sepiolina","Sipuncula","Solaster","Solaster endeca","Spirontocaris lilljeborgii","Spirontocaris spinus","Spisula solidissima","Squalus acanthias","Stomias boa","Stomphia coccinea","Strongylocentrotus","Strongylocentrotus droebachiensis","Suberites ficus","Symphurus","Tautogolabrus adspersus","Terebratulina","Triglops murrayi","Tunicata","Ulvaria subbifurcata","Urophycis chuss","Urophycis tenuis","Vazella pourtalesii","Zoarces americanus"
"EDNA20-478969",NA,NA,NA,NA,0.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188,NA,NA,NA,NA,NA,NA,NA,0.028,4,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,15.54,NA,NA,NA,NA,NA,37.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.643,NA,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,NA,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA,0.002,2.012,NA,NA,NA,NA,NA,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.62,1.494,NA,NA
"EDNA20-478973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0589673913043478,NA,0.00951086956521739,NA,NA,NA,NA,NA,NA,NA,NA,0.0665760869565217,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116032608695652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9130434782609,NA,NA,NA,NA,NA,NA,NA,4.33695652173913,NA,NA,NA,NA,NA,NA,NA,0.0332880434782609,NA,NA,NA,NA,41.258152173913,NA,NA,0.0047554347826087,NA,NA,6.48641304347826,NA,NA,NA,NA,NA,NA,NA,NA,1.4741847826087,NA,NA,NA,NA,2.60597826086956,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.218206521739,NA,0.551630434782609,NA,NA,NA,NA,NA,0.243478260869565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069429347826087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.36711956521739,0.119836956521739,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12228260869565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3505434782609,NA,NA,NA,0.132201086956522,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89130434782609
"EDNA20-478977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192213114754098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0592896174863388,1.01270491803279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178825136612022,NA,NA,NA,1.35409836065574,NA,NA,NA,NA,NA,0.108060109289617,NA,46.2267759562842,NA,NA,NA,NA,NA,NA,1.77868852459016,0.22568306010929,NA,NA,NA,3.93032786885246,27.1010928961749,NA,NA,NA,NA,NA,3.91120218579235,NA,NA,NA,NA,NA,NA,NA,4.86748633879781,0.545081967213115,NA,NA,0.0707650273224044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.154234972678,NA,0.49344262295082,NA,NA,NA,NA,NA,0.420765027322404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167349726775956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05628415300546,10.2322404371585,NA,NA,NA,NA,NA,NA,NA,2.97404371584699,NA,6.00546448087432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4754098360656,NA,NA,NA,NA,NA,NA,10.4234972677596,NA,NA,0.150136612021858,NA,NA,NA,NA,NA
"EDNA20-478981",NA,0.0226123595505618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0373595505617978,0.0973314606741573,NA,NA,NA,NA,NA,NA,NA,0.140589887640449,NA,NA,0.350983146067416,0.169101123595506,0.0855337078651685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.760955056179775,NA,NA,NA,13.9410112359551,NA,NA,NA,NA,NA,0.0599719101123595,NA,14.2162921348315,NA,NA,NA,NA,0.227106741573034,NA,14.6292134831461,0.0304775280898876,NA,0.145505617977528,NA,NA,71.2191011235955,NA,NA,NA,NA,0.117977528089888,0.908426966292135,NA,NA,NA,NA,NA,3.12640449438202,8.51404494382023,177.143258426966,5.68258426966292,NA,NA,NA,NA,2.71348314606742,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.911938202247,NA,2.91011235955056,NA,NA,NA,NA,NA,27.2331460674157,NA,16.2415730337079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00098314606741573,0.00294943820224719,NA,NA,NA,0.415870786516854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,NA,NA,0.0668539325842697,NA,NA,NA,NA,NA,NA,NA,15.3960674157303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.792134831461,NA,NA,NA,0.32935393258427,21.8455056179775,NA,0.0540730337078652,NA,0.0648876404494382,NA,NA,NA,0.360814606741573,NA,0.656741573033708
"EDNA20-478985",NA,NA,NA,NA,NA,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,NA,NA,NA,NA,NA,NA,NA,0.052,NA,NA,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171,NA,NA,0.018,NA,2.41,NA,NA,94.66,NA,NA,0.003,NA,0.114,0.49,NA,NA,NA,NA,NA,11.55,15.59,121.57,3.98,NA,NA,NA,NA,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,NA,6.76,NA,NA,NA,NA,NA,0.395,NA,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,1.254,NA,NA,NA,NA,NA,NA,0.432,NA,NA,NA
"EDNA20-478989",NA,NA,NA,NA,NA,NA,0.0100574712643678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124712643678161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656752873563218,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0402298850574713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,10.6810344827586,NA,NA,NA,NA,0.00603448275862069,2.08189655172414,NA,NA,NA,NA,NA,NA,1.48850574712644,3.35919540229885,1.45833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1867816091954,NA,2.27298850574713,NA,NA,NA,NA,NA,NA,NA,0.0100574712643678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69080459770115,NA,NA,NA,NA,NA,NA,NA,NA,0.880028735632184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06609195402299,NA,NA,NA
"EDNA20-478993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432528409090909,NA,NA,NA,NA,NA,NA,NA,0.00596590909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.421590909090909,NA,NA,5.00142045454546,NA,NA,NA,NA,0.00497159090909091,0.135227272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64971590909091,NA,NA,0.151136363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00596590909090909,NA,NA,NA,NA,NA,NA,NA,NA,0.0487215909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9332386363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478997",NA,NA,NA,NA,NA,NA,0.631179775280899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00294943820224719,NA,NA,NA,NA,NA,NA,NA,0.0658707865168539,NA,NA,NA,0.191713483146067,0.0196629213483146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0314606741573034,2.30056179775281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10814606741573,NA,NA,NA,NA,5.93820224719101,NA,NA,0.00589887640449438,NA,NA,NA,NA,NA,0.00294943820224719,NA,NA,NA,0.79438202247191,105.314606741573,1.0814606741573,NA,NA,NA,NA,4.38483146067416,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8123595505618,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0285112359550562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00196629213483146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8455056179775,NA,0.00098314606741573,0.025561797752809,NA,NA,NA,NA,NA,0.0216292134831461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.23595505618,NA,NA,NA,0.0530898876404494,3.26404494382022,NA,NA,NA,NA,0.0373595505617978,NA,NA,0.963483146067416,NA,NA
"EDNA20-474001",NA,NA,NA,NA,NA,NA,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,0.769,NA,NA,NA,NA,NA,0.046,NA,0.149,NA,NA,NA,NA,2.36,NA,NA,0.013,NA,NA,0.03,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.165,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,0.046,NA,NA,NA,0.002,NA,NA,NA,NA,0.002,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,35.08,NA,0.009,NA,NA,NA,0.674,NA,0.047,NA,NA,NA,NA,0.018,NA,NA,NA,NA,NA,10.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.222
"EDNA20-474005",NA,NA,NA,NA,NA,1.95880681818182,0.0845170454545455,NA,NA,NA,0.0646306818181818,NA,NA,0.39375,NA,NA,NA,NA,NA,NA,NA,NA,0.173011363636364,NA,NA,NA,NA,NA,NA,NA,NA,0.00198863636363636,NA,NA,0.00198863636363636,NA,NA,NA,0.204829545454545,NA,NA,0.000994318181818182,NA,NA,NA,NA,NA,0.00298295454545455,NA,NA,0.00198863636363636,2.14872159090909,NA,NA,NA,NA,NA,NA,NA,NA,1.82755681818182,NA,NA,NA,NA,NA,0.0815340909090909,NA,0.00994318181818182,0.00198863636363636,NA,NA,NA,NA,NA,NA,0.00397727272727273,NA,NA,0.807386363636364,NA,NA,0.00198863636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0169034090909091,3.22159090909091,NA,NA,NA,0.000994318181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000994318181818182,NA,NA,NA,0.000994318181818182,0.00397727272727273,NA,NA,NA,0.0348011363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1860795454545,NA,NA,NA,NA,NA,0.0875,NA,NA,NA,NA,NA,NA,0.00397727272727273,NA,NA,NA,NA,NA,1.56107954545455,NA,0.0387784090909091,0.00894886363636364,0.00994318181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0457386363636364,NA
"EDNA20-474014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,3.36,157.65,NA,0.001,NA,NA,NA,0.93,0.001,NA,NA,NA,NA,5.89,9.18,2.04,0.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.848,NA,7.16,NA,NA,NA,NA,NA,3.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,NA,NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.752,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23,NA,0.004,NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,0.093,NA,0.002,NA,NA,NA,NA,NA,4.81,NA,NA,0.061
"EDNA20-474043",NA,NA,NA,NA,NA,NA,NA,0.386206896551724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.242816091954,NA,NA,NA,NA,NA,0.00502873563218391,NA,21.7040229885057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.224281609195402,NA,1.4683908045977,0.225287356321839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56465517241379,NA,0.210201149425287,NA,NA,NA,NA,NA,NA,NA,NA,0.354022988505747,NA,NA,NA,22.2109195402299,NA,NA,NA,NA,NA,NA,NA,1.21695402298851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000502873563218391,NA,NA,0.0201149425287356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00100574712643678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-474079",NA,NA,NA,NA,NA,NA,1.60880681818182,NA,NA,NA,NA,NA,NA,NA,0.0646306818181818,NA,0.0169034090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00497159090909091,NA,NA,NA,0.175,0.0427556818181818,NA,NA,NA,1.32045454545455,0.105397727272727,0.0795454545454546,NA,NA,1.93892045454545,0.311221590909091,NA,NA,NA,0.340056818181818,NA,0.00994318181818182,1.115625,NA,NA,0.00596590909090909,NA,NA,NA,NA,NA,NA,NA,NA,0.407670454545454,NA,NA,NA,NA,NA,NA,NA,NA,0.0805397727272727,NA,0.586647727272727,NA,NA,NA,NA,0.124289772727273,NA,NA,5.48863636363636,NA,NA,NA,0.605539772727273,NA,NA,NA,NA,0.574715909090909,NA,0.0556818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00696022727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0536931818181818,NA,NA,0.00198863636363636,0.00497159090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.950568181818182,NA,NA,NA,NA,NA,NA,NA,NA,0.0407670454545455,NA,NA,NA,NA,NA,0.00198863636363636,NA,NA,NA,0.0149147727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05681818181818,NA,NA,NA,0.000994318181818182,NA,NA,NA,NA,NA,NA,NA
"EDNA20-474086",NA,NA,0.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552,NA,NA,2.68,NA,NA,NA,NA,1.15,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,0.15,0.003,NA,NA,NA,NA,NA,1.244,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204,NA,NA,NA,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047,NA,NA,NA,NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,1.01,NA,NA
"EDNA20-474091",NA,NA,8.08236994219653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0465317919075145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99421965317919,NA,NA,NA,NA,2.24566473988439,NA,NA,NA,NA,NA,4.34971098265896,NA,NA,NA,NA,NA,NA,0.0687861271676301,NA,NA,NA,NA,NA,NA,0.546242774566474,NA,NA,0.414739884393064,0.129479768786127,NA,NA,NA,NA,NA,NA,2.10404624277457,NA,NA,NA,NA,NA,NA,NA,61.0274566473988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0758670520231214,NA,NA,0.0283236994219653,NA,NA,NA,NA,NA,NA,NA,0.194219653179191,NA,NA,NA,NA,NA,NA,NA,0.00303468208092486,NA,NA,NA,0.00606936416184971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8291907514451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63728323699422,NA,NA,NA,NA,NA,4.31936416184971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-474099",0.00101744186046512,NA,NA,NA,NA,NA,15.2962209302326,NA,NA,0.0061046511627907,NA,NA,NA,NA,1.78662790697674,0.0122093023255814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0386627906976744,NA,NA,NA,NA,12.4941860465116,NA,NA,NA,NA,NA,0.240116279069767,NA,NA,NA,0.504651162790698,0.00305232558139535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115988372093023,NA,0.0101744186046512,NA,0.715261627906977,NA,NA,NA,NA,NA,NA,10.2079941860465,NA,NA,NA,NA,NA,0.12718023255814,NA,NA,NA,0.0213662790697674,NA,0.153633720930233,0.0223837209302326,NA,NA,NA,1.47529069767442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225872093023256,NA,NA,NA,NA,NA,NA,0.118023255813953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00305232558139535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0386627906976744,NA,NA,NA,NA,12.0973837209302,NA,NA,NA,NA,0.17906976744186,NA,NA,NA,NA,NA,NA
"EDNA20-474103",NA,NA,NA,NA,NA,NA,0.0238636363636364,0.882954545454545,NA,NA,NA,NA,NA,NA,1.78181818181818,0.0109375,NA,0.000994318181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0536931818181818,NA,NA,NA,NA,NA,NA,NA,1.41193181818182,NA,NA,NA,NA,4.32528409090909,0.0357954545454545,NA,NA,NA,0.204829545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40198863636364,NA,NA,NA,1.75994318181818,NA,NA,NA,NA,NA,NA,2.66477272727273,59.6590909090909,NA,NA,NA,NA,0.213778409090909,NA,0.692045454545455,0.0149147727272727,0.0725852272727273,0.00497159090909091,NA,0.171022727272727,NA,NA,NA,0.0775568181818182,NA,NA,NA,NA,NA,0.201846590909091,NA,0.576704545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114346590909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0696022727272727,NA,NA,0.214772727272727,0.258522727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000994318181818182,NA,NA,NA,NA,NA,NA,NA,NA,0.0507102272727273,NA,NA,NA,0.233664772727273,NA,0.00298295454545455,NA,NA,NA,NA,NA,0.795454545454546,NA,NA,NA,NA,0.00994318181818182,NA,NA,NA,NA,NA,NA
