Site_trawling	bioclass	coarse_class	strata_class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51
EDNA20_478631	WSS_OuterBoF	West	Shelf_deep	-0.211134436	0.07893975	0.111945521	-0.355743377	-0.113487385	-0.029127904	-0.124892134	0.079513443	-0.077256104	-0.186922851	-0.071705038	0.117813743	-0.050078646	0.01522459	-0.00366318	-0.11976989	0.042340966	-0.119612779	0.023200414	0.072017585	0.001156685	-0.016824971	0.089096665	-0.097472874	0.034381667	-0.001688372	-0.001397244	0.040475366	0.019625665	0.016338176	-0.03372472	-0.050506401	-0.040722121	0.04042673	0.008924916	-0.026154448	0.030478824	-0.01105567	-0.082199638	-0.044687518	0.031466563	0.077404405	-0.040980952	-1.48E-05	-0.041587226	-0.001254831	-0.047718175	0.00035684	-0.003696249	-0.007950353	-0.005177142
EDNA20_478635	WSS_OuterBoF	West	Shelf_deep	-0.180787853	0.154185519	0.063189267	-0.399921052	-0.068377382	0.00372994	0.019090682	0.112601489	-0.055261052	-0.03440468	-0.176243475	-0.045484128	-0.027080656	0.014374734	-0.052296168	-0.106458083	-0.02254885	-0.070427956	0.060306567	-0.015241447	0.041781852	-0.069363774	0.111816736	-0.020452728	-0.050876896	0.025110561	0.02035876	0.041940672	0.082395047	0.025952807	0.066269331	0.002474298	0.038448561	0.031650836	-0.006056246	-0.032605589	-0.023600903	-0.01892932	0.105834093	0.050720913	-0.038459016	-0.057284473	-0.005309817	-0.026082695	0.063428052	-0.020142351	0.047504446	-0.007468557	-0.002073419	0.001927829	0.001322491
EDNA20_478639	WSS_OuterBoF	West	Shelf_deep	-0.049996971	0.093575309	0.261688118	0.123471845	0.110560561	-0.086363166	-0.061435426	0.094890415	0.089026342	-0.091141683	0.028894392	0.093066492	-0.099891996	-0.018471859	-0.017408923	0.055600952	0.016996087	0.035881032	0.014707244	-0.055570851	-0.05416787	-0.134997501	0.01018888	-0.057394316	0.073911441	0.016896048	0.011472792	-0.040554423	-0.041132734	0.010008194	0.122155978	-0.036814202	-0.000836171	0.001029211	-0.003438918	-0.037388121	0.039051266	0.098904801	-0.050972219	0.002566274	0.01095308	0.01690215	-0.017107094	0.012848293	-0.024667756	0.012435219	0.025244659	-0.009383336	-0.044690851	0.002878189	0.012010535
EDNA20_478655	LaurentianChannel_ShelfBreak	LaurentianChannel_ShelfBreak	LaurentianChannel_ShelfBreak	-0.171992463	-0.078231866	-0.045657167	-0.144608516	-0.054937368	-0.075217123	0.02363058	-0.00096367	-0.016879302	0.12143147	-0.226561967	-0.136990226	-0.238729935	-0.02512388	0.09751501	0.046498722	-0.056873847	-0.035284046	0.056816983	-0.205624322	0.01689778	0.151076604	-0.03990255	0.009184853	0.028751448	0.008354399	0.051806758	-0.030100094	0.011119579	-0.043700924	0.014723424	0.091111286	0.001740607	-0.033204211	-0.012226303	0.07904355	0.068155782	0.005186802	-0.057676877	-0.044621107	0.007013083	-0.027208772	-0.024316546	0.026855661	-0.0088666	0.029846434	0.017663194	-0.007535866	-0.009792633	-0.005568378	-0.00262943
EDNA20_478672	WSS_OuterBoF	West	Shelf_deep	-0.11491694	-0.155341164	0.216393163	0.024608699	0.004044376	-0.155272287	-0.13164728	0.105151381	-0.041266636	-0.000145016	0.053089093	0.053559863	0.026436892	-0.041877673	-0.174592972	0.024633805	-0.069506018	-0.175369311	0.14337197	0.013467503	-0.149413506	0.096739012	-0.052923102	-0.005986754	-0.099832796	0.045742022	-0.127659686	-0.054145728	-0.080768058	-0.061716394	0.027454947	0.063736959	-0.002261936	0.015610711	-0.015721833	0.039677567	0.02800248	-0.030479052	0.018094007	0.060907891	0.003629108	0.013251254	0.061063161	-0.010058117	-0.01097806	-0.007326229	-0.016968414	0.005621794	0.021535048	0.01984884	0.001902569
EDNA20_478677	WSS_OuterBoF	West	Shelf_deep	-0.114157721	-0.1050868	0.212846385	0.145331305	-0.047051098	-0.120093231	-0.134087437	-0.04947641	0.090411004	-0.098818563	-0.006417931	0.020239207	-0.044445055	-0.066826223	0.009639097	-0.089537666	0.098623268	-0.030354798	0.004401219	0.038240632	0.067161593	0.055164077	-0.021815396	0.024389213	0.062937576	-0.113426792	0.028094524	0.13738645	0.085935817	-0.016685483	0.021374956	-0.039019509	-0.046120958	-0.022361646	-0.004948902	0.072742849	-0.086861448	-0.022147927	-0.008208754	-0.029877566	-0.079954172	-0.001838588	0.080000982	0.032138583	0.002953772	0.061123828	0.014462719	0.003667353	0.020643605	-0.001842029	0.0025294
EDNA20_478685	WSS_OuterBoF	West	Shelf_deep	-0.113543208	0.006097073	0.280873765	0.036266136	0.037211852	-0.156721835	-0.085659796	-0.076508279	0.056837452	-0.00535933	0.052096709	-0.13071566	0.142090194	-0.035048939	0.089118096	-0.044729601	0.038303661	0.030080782	-0.031724515	-0.05744017	0.040423114	0.012447761	-0.041430475	-0.059203676	0.126264159	0.014238992	0.00498341	0.049828286	-0.09348134	0.09727031	0.017434005	0.059277867	0.063287222	0.004112032	0.002919988	0.072771193	-0.002203468	0.007166104	0.086004657	-0.041135442	0.028597194	0.038329739	-0.039065656	-0.060980579	-0.025523695	-0.050851819	0.032759584	-0.02692315	0.021868882	0.013054771	-0.003950043
EDNA20_478689	WSS_Banks_InnerBoF	West	Shelf_bank	-0.004305551	0.173667413	0.249518933	0.049677265	-0.007304656	-0.040003099	0.169488301	0.107817969	6.00E-05	0.029970051	-0.063073569	-0.017507606	0.194826405	-0.014068354	0.120200587	0.062419848	0.069454026	-0.086858934	-0.133092887	0.015417835	0.082802995	-0.089948708	-0.035748719	-0.195225304	-0.014931466	0.01581081	0.010861959	-0.123620644	0.022292455	-0.084270325	-0.074948552	0.016459554	0.009660474	6.70E-05	-0.057644519	0.028618522	-0.028664578	-0.033165788	-0.064037795	0.019164452	0.011429606	-0.05087017	0.011510481	-0.018126621	0.020479224	0.029092753	0.002715291	0.016570735	0.016661794	-0.001485585	0.002656669
EDNA20_478706	WSS_Banks_InnerBoF	West	Shelf_bank	-0.100029878	0.225317416	0.224746921	0.033838272	0.014978255	0.084236462	0.164208651	0.032984385	-0.085901743	0.043466419	0.105172754	0.041452042	-0.084012096	0.021822551	0.012019089	-0.024325926	-0.168292114	0.001930823	0.020708547	-0.052455562	0.013993982	-0.092853135	0.006824128	0.075704892	0.044670468	0.031063925	-0.015242463	0.101423135	-0.053333761	0.011101763	-0.197412984	0.082928829	0.076541507	0.034543853	0.024043803	-0.008117117	-0.011374406	-0.010444543	0.002186848	-0.04537267	-0.051224057	0.046026537	0.009013014	0.035773999	0.026743966	-0.004915192	-0.022177368	0.036379017	-0.004577852	0.005494985	0.004513516
EDNA20_478732	ESS_Banks	East	Shelf_bank	-0.004666544	0.231583372	0.19874034	-0.04845884	-0.127884465	0.141545206	0.237556653	0.019559346	-0.249430307	0.078386303	0.131805001	0.142488533	0.009143556	-0.010594388	0.062255304	0.161174878	-0.001064419	-0.083931255	-0.055636007	-0.046287608	-0.083306878	0.009413439	-0.024792314	0.172205098	0.027604553	-0.039855857	-0.073097552	0.006207141	0.102505435	0.02671869	0.059030083	-0.08934293	-0.039451394	0.008121607	-0.010288294	0.060138785	0.009817475	-0.035124326	-0.011917097	-0.011478989	0.017852273	0.00017776	-0.015830013	-0.0416987	-0.013562061	-0.000129858	0.028634459	-0.023537592	-0.000538981	0.000274759	-0.002214462
EDNA20_478745	ESS_Banks	East	Shelf_bank	0.304333848	0.090405057	0.166809588	0.029955315	-0.182849484	-0.0249024	-0.091184954	0.052140503	-0.050269383	0.15178572	-0.098922685	-0.155008446	0.010731709	-0.012597832	0.029422752	-0.007199851	0.014197015	0.153366171	-0.090971965	0.119075402	0.001276931	0.077592335	0.071966042	0.050143418	0.003723706	-0.010040653	-0.008740485	0.008857384	0.011571554	0.024936176	0.093946443	-0.01406681	-0.035862791	0.024285043	0.043029227	-0.009140312	0.038533931	-0.054671653	-0.008198716	0.002761747	0.070679076	0.055046644	0.042580062	0.006557711	0.018790817	-0.019656441	0.014275318	0.062868609	-0.013175408	0.005362524	0.004109344
EDNA20_478748	ESS	East	Shelf_deep	0.18661806	-0.047020408	0.214264271	-0.010202769	-0.089870162	-0.06619868	-0.071715728	0.155246568	0.004552083	0.266545544	-0.066315824	-0.086216968	0.067553328	0.145632441	0.035735299	0.036319207	-0.071870348	0.080313432	0.01420799	0.089766811	-0.022936863	0.06147589	0.12054475	0.057565965	0.002787699	-0.039648712	0.064740317	-0.017478001	-0.026809829	-0.065367075	-0.037542214	0.017396834	-0.037231352	-0.00392347	-0.031359483	-0.082792063	-0.023358495	0.060224951	-0.030846867	0.009417701	-0.089292955	-0.002351467	-0.031751087	-0.021293819	-0.027078432	0.005623571	-0.021894061	-0.038540103	0.018038268	0.016716421	-0.000357299
EDNA20_478752	WSS_OuterBoF	West	Shelf_deep	0.209592766	0.084517836	0.113370846	-0.085358084	-0.194780979	0.016572142	0.072686069	-0.035363601	0.108566111	0.177534443	0.052865884	-0.080425366	-0.033034113	-0.104448806	-0.058583772	0.027935117	0.019751557	0.057933471	0.106468224	0.028365434	0.058369918	-0.089034989	-0.143438967	-0.099232516	-0.022324555	0.007600501	-0.046541127	0.069203505	0.028140525	0.099437433	0.009134888	0.000866944	-0.036025232	-0.04517831	0.057437932	0.028210164	0.023048089	-0.003127183	-0.049305348	0.086175468	0.014829154	-0.009987706	-0.025423873	0.068808519	0.029368067	-0.025844473	-0.043331833	-0.022003633	0.01061475	-0.006416438	-0.004038874
EDNA20_478847	WSS_Banks_InnerBoF	West	Shelf_bank	-0.052870172	0.147016473	0.043309988	0.095237297	0.151957967	-0.161839426	-0.240289871	0.018996322	-0.008848918	-0.039493386	0.063128628	0.014221406	-0.045000518	0.191885973	0.116393572	0.032831537	0.086853102	-0.040549369	-0.142798799	-0.098367914	-0.072633005	-0.020534603	-0.062583224	0.014044308	-0.15065592	-0.034321276	0.001597907	0.04586668	0.021015687	0.010863722	-0.031290375	0.024627531	-0.122259771	0.050605434	0.016999445	-0.0390364	0.033834014	-0.021045662	0.039157446	-0.033110541	0.008594167	-0.049818518	-0.02780402	0.059808967	0.034727209	-0.043319548	-0.007108973	-0.002278572	0.000473776	0.00555889	0.001246416
EDNA20_478851	WSS_Banks_InnerBoF	West	Shelf_bank	-0.112078123	0.090240904	-0.063174134	-0.328961241	0.021971124	0.005637567	0.005469155	-0.04044916	-0.065593454	-0.148365548	-0.148425426	0.014819914	0.347012433	0.093791612	-0.02152586	-0.00807105	-0.118729806	0.13370909	-0.051536535	-0.102490872	0.040493302	0.01928828	-0.147318074	0.065726549	-0.02868606	-0.06940812	-0.071423914	0.021924351	-0.034577464	-0.004618709	0.034144409	-0.007104525	0.00354341	-0.030823605	0.016157005	-0.005639885	0.010466515	0.08362391	-0.011976197	0.003317821	-0.000530771	0.003177429	0.040834164	0.025786295	-0.014649237	0.023065679	-0.014754364	0.012896529	-0.00774062	0.00116046	0.001671096
EDNA20_478867	WSS_OuterBoF	West	Shelf_deep	-0.300638151	-0.201262664	-0.153111328	0.070336095	-0.067716382	0.070116112	0.03120965	0.034404244	0.065994639	-0.041905985	0.00530649	0.019285383	0.024425103	0.10036315	-0.056343909	-0.019303159	-0.001328597	0.031263751	-0.113152433	0.092213716	-0.035930887	0.009407004	-0.051581187	0.00100401	0.018884025	-0.024865538	0.035881657	0.001247252	0.110027256	-0.035110425	0.000850178	-0.004584855	0.130473366	0.031741542	-0.014021825	0.044116843	0.031841781	-0.040730791	-0.0194075	0.071846932	-0.038635701	0.028677607	-0.036874064	0.07568545	-0.040189937	-0.033527272	0.033458989	-0.03110752	-0.006623837	0.03810027	0.003759484
EDNA20_478887	WSS_OuterBoF	West	Shelf_deep	-0.038563069	-0.184518312	0.108702374	0.035822059	-0.016604503	0.28719248	-0.115317438	-0.352471317	-0.068883499	-0.004501985	-0.103624493	0.021513763	-0.060403339	0.021069299	-0.025145444	-4.21E-06	-0.05187811	0.070127063	-0.048618776	-0.017800595	0.047776929	-0.052197672	0.082356572	-0.027158522	0.0326314	-0.008331898	-0.0300946	-0.018011896	-0.036858962	-0.021041913	0.003051658	0.043846821	-0.02458332	0.065746946	-0.121275954	0.016404849	0.0105605	-0.065171087	0.03271234	0.01386086	0.061612602	-0.00917516	0.027826053	0.006099168	0.015407543	0.022259679	-0.047230836	-0.037270475	-0.020856173	0.012358559	0.006167597
EDNA20_478895	WSS_OuterBoF	West	Shelf_deep	-0.074956708	-0.110219856	0.063124168	0.122763376	-0.053414331	0.104203816	-0.153662067	-0.273072801	0.070355261	-0.070225045	-0.13863166	-0.041833491	-0.037850217	-0.064412069	0.027219956	0.097455012	-0.110709151	-0.027647088	0.021388892	-0.019045333	-0.016581887	-0.136203122	0.037970616	-0.000425164	-0.035888212	-0.096271354	-0.05494699	-0.138553062	0.093218128	-0.030126736	-0.031630561	-0.004182539	-0.040124312	-0.036786278	0.124324828	0.013449637	-0.006909986	0.028412215	0.031930218	0.011295686	-0.063718042	0.029000504	-0.030717575	-0.032073445	-0.021816119	-0.028332531	0.004926326	0.027478666	0.01851042	-0.009318974	-0.001692371
EDNA20_478907	WSS_Banks_InnerBoF	West	Shelf_bank	0.021232184	0.196216722	-0.030283695	0.055568812	0.089636618	0.215852505	-0.041843352	-0.187498514	0.03621131	0.007893948	-0.241463182	-0.042635785	0.103336552	0.112877179	0.071444757	0.105753071	0.184660669	-0.059154456	0.144374031	0.06783099	-0.189280281	-0.039771375	-0.026865745	0.040485412	-0.022720056	0.142125147	0.058848827	0.066428823	-0.062420311	0.053243898	-0.001452625	-0.016752389	0.048311266	0.002439695	0.000171707	-0.007253035	-0.023462796	-0.015407025	-0.037494809	-0.009732349	-0.013069202	0.004463619	0.00336745	0.014599075	-0.006731213	0.023558114	0.02224789	0.01259511	0.015564803	8.38E-05	-0.00370686
EDNA20_478929	WSS_OuterBoF	West	Shelf_deep	-0.257326481	-0.243442718	-0.009829131	0.105359392	-0.085813786	0.209819373	-0.074487925	0.018234833	-0.088842811	0.128978848	0.074053387	0.066541435	0.01640251	-0.010824789	-0.050687048	-0.045842622	0.038872227	-0.043311247	0.041264386	-0.049420229	0.097671585	-0.077794579	-0.072387856	-0.005807958	-0.053937584	-0.018167739	0.039920272	0.099231397	-0.020219333	-0.010699492	0.019789336	0.063133357	-0.063165853	-0.098439017	0.029216874	-0.102674746	-0.046343115	0.010297432	-0.038095254	-0.00570312	0.03142142	-0.023690144	0.018734779	-0.052923449	-0.018041926	0.000792945	0.030928287	-0.012085066	-0.030111067	0.030342865	-0.004394453
EDNA20_478933	WSS_OuterBoF	West	Shelf_deep	-0.288597247	-0.23558466	-0.042789346	0.073515286	-0.102326727	0.169451136	-0.020954993	0.031994407	-0.046823762	0.116660782	0.102007062	-0.053912684	0.112271661	0.02505252	-0.05743971	0.011365227	-0.003989666	-0.042061264	0.01174283	0.051944117	0.027711838	0.024992707	-0.050580961	-0.047652181	-0.010900335	-0.021438355	0.012477611	0.039449684	-0.101355816	-0.145317843	0.066447954	-0.095799558	-0.013926386	0.044358513	0.004314128	0.028214211	0.027492186	0.008034623	0.068233718	-0.055491903	-0.01707329	0.020079284	-0.073439642	0.023220302	0.035993316	0.019599566	-0.014471999	-0.002134103	0.003960381	-0.043927497	-0.002588661
EDNA20_478941	WSS_OuterBoF	West	Shelf_deep	-0.361447763	-0.150955628	-0.065214737	0.074548493	-0.021511661	0.072446215	0.0035764	0.098655469	0.087125111	0.0627274	0.062240135	-0.120391276	-0.0011708	-0.005003592	-0.064870929	-0.081184948	0.008308667	-0.004370548	0.000169499	-0.083724758	-0.03534214	-0.037143975	0.019139948	0.00741174	-0.025785048	0.019111927	0.038385085	-0.005888177	0.007554335	-0.065671864	-0.012550708	-0.032222381	0.047983818	0.014937512	0.031772311	-0.001550403	0.004415607	0.002556784	-0.035044938	0.001443564	0.050941416	0.016521159	-0.003975265	-0.01409095	0.023553252	0.007300002	0.044544129	0.05748484	-0.009438934	0.000718735	0.006117876
