"","Actiniaria","Actiniidae","Actinostola","Annelida","Anonyx","Anthozoa","Aphrodita hastata","Argis dentata","Asterias forbesi","Asterias rubens","Asteroidea","Astropecten americanus","Atlantopandalus propinqvus","Axius serratus","Bivalvia","Bolocera","Brachiopoda","Brisaster fragilis","Buccinum undatum","Cancer borealis","Cancer irroratus","Ceramaster granularis","Chionoecetes opilio","Chirona hameri","Chlamys islandica","Clypeasteroida","Colus","Crangon septemspinosa","Crinoidea","Crossaster papposus","Ctenodiscus crispatus","Ctenophora","Cucumaria frondosa","Cyanea capillata","Decapoda","Dichelopandalus leptocerus","Epizoanthus","Eualus fabricii","Eualus gaimardii","Euphausiacea","Euspira heros","Flustra foliacea","Gersemia rubiformis","Gorgonocephalidae","Haliclona oculata","Henricia","Hippasteria phrygiana","Homarus americanus","Hormathia","Hyas","Hyas araneus","Hyas coarctatus","Hydrozoa","Illex illecebrosus","Lebbeus polaris","Leptasterias","Leptasterias polaris","Lithodes maja","Loligo pealeii","Lophaster furcifer","Meganyctiphanes norvegica","Modiolus modiolus","Munida valida","Munidopsis curvirostra","Mytilidae","Mytilus edulis","Naticidae","Nephtheidae","Neptunea decemcostata","Nudibranchia","Nymphon","Octopoda","Ophiacantha abyssicola","Ophiacantha bidentata","Ophiopholis aculeata","Ophiura sarsi","Ophiuroidea","Paguridae","Pagurus acadianus","Pandalus borealis","Pandalus montagui","Pasiphaea multidentata","Pennatula aculeata","Pennatulacea","Placopecten magellanicus","Polychaeta","Polymastia","Polymastia andrica","Pontaster","Pontophilus norvegicus","Porania pulvillus","Poraniomorpha hispida","Porifera","Pseudarchaster parelii","Psilaster andromeda","Psolus phantapus","Pteraster pulvillus","Pycnogonida","Pycnogonum litorale","Sclerasterias tanneri","Sclerocrangon boreas","Scyphozoa","Sepiolina","Sipuncula","Solaster","Solaster endeca","Spirontocaris lilljeborgii","Spirontocaris spinus","Spisula solidissima","Stomphia coccinea","Strongylocentrotus","Strongylocentrotus droebachiensis","Suberites ficus","Terebratulina","Vazella pourtalesii"
"EDNA20-478929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,4,NA,NA,1,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,NA,21,NA,1,NA,NA,0,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478941",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94444444444444,NA,NA,51.5277777777778,NA,NA,NA,NA,NA,NA,2.91666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.972222222222222,NA,14.5833333333333,NA,NA,NA,NA,NA,14.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.972222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2222222222222,NA,NA,NA,NA,NA,NA,NA,0.972222222222222,1.94444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98314606741573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.89887640449438,NA,3.93258426966292,NA,NA,NA,NA,NA,7.86516853932584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.859550561798,NA,NA,NA,NA,NA,NA,NA,NA,711.797752808989,NA,NA,NA,NA,NA,NA,0.98314606741573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2658959537572,24.2774566473988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03468208092486,NA,2.02312138728324,NA,NA,NA,NA,NA,8.09248554913295,NA,NA,NA,NA,NA,NA,6.06936416184971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01156069364162,NA,NA,NA,NA,2.02312138728324,NA,NA,NA,NA,3.03468208092486,NA,NA,NA,NA,NA,NA,30.3468208092486,NA,4.04624277456647,2.02312138728324,NA,NA,NA,NA,1.01156069364162,NA,NA,1.01156069364162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02312138728324
"EDNA20-478959",NA,NA,3.97727272727273,NA,NA,NA,NA,NA,NA,NA,NA,9.94318181818182,9.94318181818182,NA,NA,NA,NA,NA,NA,1.98863636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994318181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97727272727273,NA,9.94318181818182,NA,1.98863636363636,NA,NA,NA,14.9147727272727,NA,NA,NA,NA,NA,NA,30.8238636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98863636363636,NA,NA,5.96590909090909,NA,NA,NA,NA,NA,NA,NA,3.97727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478964",NA,1.00574712643678,1.00574712643678,NA,NA,NA,NA,NA,NA,0,NA,NA,87.5,NA,NA,5.02873563218391,NA,NA,NA,NA,NA,5.02873563218391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00574712643678,3.01724137931034,9.05172413793103,1.00574712643678,1.00574712643678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0747126436782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1.00574712643678,NA,NA,NA,NA,NA,NA,NA,1298.41954022989,NA,NA,NA,1.00574712643678,NA,NA,NA,NA,4.02298850574713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01149425287356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,9,NA,NA,NA,NA,NA,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478973",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2173913043478,NA,0.951086956521739,NA,NA,NA,NA,NA,NA,0.951086956521739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85326086956522,NA,29.4836956521739,NA,NA,1.90217391304348,NA,NA,52.3097826086956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85326086956522,NA,NA,NA,NA,NA,81.7934782608696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4619565217391,0,NA,NA
"EDNA20-478977",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.56284153005464,NA,NA,NA,NA,NA,NA,NA,NA,0.956284153005464,7.65027322404372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.956284153005464,NA,NA,NA,NA,NA,NA,NA,0.956284153005464,NA,NA,NA,NA,2.86885245901639,NA,25.8196721311475,NA,NA,NA,NA,NA,26.775956284153,NA,NA,NA,NA,0.956284153005464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82513661202186,NA,NA,NA,NA,NA,35.3825136612022,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478981",NA,0.98314606741573,NA,NA,NA,NA,NA,NA,1.96629213483146,4.91573033707865,NA,NA,NA,NA,NA,NA,NA,NA,4.91573033707865,30.4775280898876,2.94943820224719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93258426966292,NA,NA,NA,NA,NA,NA,NA,0.98314606741573,NA,NA,NA,0,0.98314606741573,NA,55.0561797752809,NA,NA,NA,NA,0,5.89887640449438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.629213483146,NA,NA,NA,NA,NA,NA,NA,2.94943820224719,1.96629213483146,NA,NA,NA,7.86516853932584,NA,NA,NA,NA,NA,1.96629213483146,NA,2.94943820224719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93258426966292,0,NA,NA
"EDNA20-478985",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,54,NA,NA,1,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"EDNA20-478989",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01724137931034,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01724137931034,NA,NA,NA,NA,NA,61.3505747126437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.04022988505747,NA,NA,NA,NA,0,18.1034482758621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00574712643678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.293103448276,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98863636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97727272727273,NA,NA,NA,NA,0,0.994318181818182,NA,NA,NA,NA,NA,NA,NA,0.994318181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994318181818182,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-478997",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98314606741573,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98314606741573,6.88202247191011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4775280898876,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.89887640449438,NA,3.93258426966292,NA,NA,3.93258426966292,NA,NA,NA,NA,0.98314606741573,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98314606741573,NA,NA,NA,NA,NA,NA,NA,NA,4.91573033707865,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.4157303370787,0.98314606741573,0.98314606741573,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8314606741573,0,NA,NA
"EDNA20-474001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,4,NA,NA,21,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,5,NA,0,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-474005",NA,NA,NA,NA,NA,31.8181818181818,NA,NA,NA,NA,NA,NA,156.107954545455,NA,NA,NA,NA,NA,NA,0.994318181818182,NA,4.97159090909091,NA,NA,NA,0.994318181818182,NA,NA,NA,NA,NA,0.994318181818182,NA,NA,0.994318181818182,1560.08522727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.96022727272727,0.994318181818182,NA,NA,NA,3.97727272727273,NA,NA,4.97159090909091,NA,3.97727272727273,NA,NA,NA,NA,51.7045454545455,NA,0.994318181818182,NA,NA,NA,NA,NA,NA,NA,3.97727272727273,NA,NA,NA,3.97727272727273,9.94318181818182,NA,NA,NA,16.9034090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98863636363636,NA,NA,NA,NA,NA,4.97159090909091,NA,NA,NA,NA,0.994318181818182,0.994318181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994318181818182
"EDNA20-474014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,148,NA,2,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,1,NA,NA,NA,NA,NA,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,37,NA,NA,NA
"EDNA20-474043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00574712643678,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01724137931034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00574712643678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00574712643678,NA,NA,12.0689655172414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00574712643678,NA,NA,NA
"EDNA20-474079",NA,NA,NA,NA,NA,NA,NA,48.7215909090909,NA,NA,NA,NA,NA,NA,NA,0.994318181818182,NA,NA,2.98295454545455,0.994318181818182,NA,NA,6.96022727272727,2.98295454545455,1.98863636363636,12.9261363636364,NA,NA,NA,4.97159090909091,NA,5.96590909090909,2.98295454545455,NA,NA,6.96022727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98863636363636,NA,NA,NA,0.994318181818182,NA,NA,38.7784090909091,NA,NA,2.98295454545455,0.994318181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1.98863636363636,6.96022727272727,NA,NA,NA,NA,NA,NA,NA,NA,7.95454545454545,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3.97727272727273,NA,NA,8.94886363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,1.98863636363636,NA
"EDNA20-474086",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,10,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-474091",NA,NA,19.2196531791908,NA,NA,NA,NA,8.09248554913295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1271676300578,NA,NA,NA,NA,NA,NA,NA,687.861271676301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02312138728324,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.653179190751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01156069364162,NA,1.01156069364162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5946.96531791908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-474099",1.01744186046512,NA,NA,NA,4.06976744186047,NA,NA,598.255813953488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01744186046512,NA,NA,NA,112.936046511628,NA,NA,7.12209302325581,NA,NA,NA,5.08720930232558,1.01744186046512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.12209302325581,NA,NA,NA,NA,NA,NA,NA,2.03488372093023,NA,NA,NA,NA,1.01744186046512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05232558139535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05232558139535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01744186046512,NA,NA,126.162790697674,NA,NA,NA
"EDNA20-474103",NA,NA,NA,NA,NA,NA,NA,566.761363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8352272727273,NA,NA,2.98295454545455,NA,NA,NA,9.94318181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9204545454545,NA,NA,NA,NA,NA,NA,NA,2.98295454545455,NA,5.96590909090909,9.94318181818182,0.994318181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9261363636364,NA,NA,22.8693181818182,209.801136363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994318181818182,NA,NA,NA,NA,NA,NA,NA,NA,0.994318181818182,NA,3.97727272727273,NA,NA,NA,17.8977272727273,NA,NA,NA
"EDNA20-474107",NA,NA,NA,NA,NA,NA,NA,456.392045454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98863636363636,NA,NA,NA,118.323863636364,NA,NA,4.97159090909091,NA,NA,NA,1.98863636363636,7.95454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98295454545455,65.625,NA,NA,NA,NA,NA,NA,NA,0.994318181818182,NA,16.9034090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994318181818182,NA,NA,NA,NA,NA,NA,NA,NA,0.994318181818182,NA,31783.3806818182,1821.59090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994318181818182,NA,13.9204545454545,NA,NA,NA,NA,NA,38.7784090909091,NA,NA,NA
"EDNA20-474143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00574712643678,NA,NA,NA,NA,NA,NA,0,2.01149425287356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01149425287356,NA,NA,2.01149425287356,NA,NA,1.00574712643678,NA,NA,NA,1.00574712643678,1.00574712643678,NA,NA,1.00574712643678,2.01149425287356,NA,NA,NA,NA,NA,1.00574712643678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2068965517241,NA,NA,NA,NA,2.01149425287356,NA,25.1436781609195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6.03448275862069,NA,NA,NA,NA,NA,NA,4.02298850574713,NA,NA,NA,NA,NA,NA,NA,NA,3.01724137931034,NA,NA,NA,NA
"EDNA20-474148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14035087719298,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04678362573099,4.09356725146199,NA,NA,NA,1.0233918128655,NA,NA,1.0233918128655,1.0233918128655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07017543859649,NA,NA,5.11695906432749,1.0233918128655,NA,NA,NA,NA,NA,1.0233918128655,21.4912280701754,NA,NA,NA,2.04678362573099,NA,NA,NA,NA,NA,1.0233918128655,NA,NA,NA,NA,NA,NA,NA,4.09356725146199,NA,NA,NA,NA,NA,NA,NA,5.11695906432749,39.9122807017544,NA,NA,28.6549707602339,NA,3.07017543859649,NA,NA,NA,NA,NA,NA,0,1.0233918128655,NA,NA,NA,NA,NA,NA,NA,2.04678362573099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-474160",NA,NA,0.994318181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7954545454545,NA,NA,NA,NA,0.994318181818182,NA,NA,NA,NA,NA,NA,NA,204.829545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8863636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8011363636364,NA,NA,NA,NA,NA,NA,NA,12.9261363636364,NA,NA,NA,NA,1.98863636363636,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-474175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.04022988505747,NA,NA,NA,NA,NA,NA,NA,120.689655172414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00574712643678,NA,NA,1.00574712643678,NA,NA,1.00574712643678,NA,NA,NA,NA,90.5172413793103,NA,NA,NA,NA,NA,NA,237.35632183908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.132183908046,NA,NA,NA,8793.24712643678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00574712643678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDNA20-474179",2.69230769230769,NA,10.7692307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38461538461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38461538461538,25.5769230769231,NA,17.5,NA,NA,NA,NA,14.8076923076923,5.38461538461538,NA,NA,1.34615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34615384615385,NA,1.34615384615385,NA,NA,242.307692307692,NA,NA,NA,NA,6.73076923076923,NA,NA,NA,NA,18.8461538461538,2.69230769230769,NA,NA,NA,NA,NA,4.03846153846154,1.34615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69230769230769,NA,1.34615384615385,NA,1.34615384615385,NA,NA,1.34615384615385,NA,NA,NA,NA
"EDNA20-474198",NA,NA,NA,NA,NA,1.4344262295082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4754098360656,NA,NA,NA,70.2868852459016,NA,1.4344262295082,2.86885245901639,NA,NA,NA,2.86885245901639,1.4344262295082,NA,4.30327868852459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.73770491803279,NA,NA,NA,NA,1.4344262295082,2.86885245901639,NA,101.844262295082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4344262295082,NA,NA,NA,NA,NA,137.704918032787,182.172131147541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86885245901639,NA,NA,NA,NA,NA,0,NA,NA,NA
"EDNA20-474207",NA,0.98314606741573,NA,NA,NA,NA,NA,NA,NA,8.84831460674157,NA,NA,NA,NA,0.98314606741573,NA,NA,NA,64.8876404494382,NA,NA,NA,NA,NA,NA,0.98314606741573,NA,NA,NA,NA,NA,NA,10.814606741573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98314606741573,NA,10.814606741573,NA,NA,NA,NA,NA,NA,NA,NA,226.123595505618,1.96629213483146,NA,NA,1.96629213483146,NA,1.96629213483146,NA,NA,6.88202247191011,50.1404494382022,NA,NA,0.98314606741573,NA,15.7303370786517,NA,NA,NA,NA,0.98314606741573,NA,NA,NA,NA,NA,NA,NA,NA,1.96629213483146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96629213483146,NA,NA,NA
